SSN,SPEC,Year,Nsta,New,Recap,Cap,New_Res1,New_Res0,F_Pradel_Phi,Pradel_Phi,Pradel_Phi_se,Pradel_Phi_lcl,Pradel_Phi_ucl,F_Pradel_Phi_t,Pradel_Phi_t,Pradel_Phi_t_se,Pradel_Phi_t_lcl,Pradel_Phi_t_ucl,F_Pradel_Phi_Trend,Pradel_Phi_Trend,Pradel_Phi_Trend_se,Pradel_Phi_Trend_lcl,Pradel_Phi_Trend_ucl,Pradel_Phi_Trend_beta,Pradel_Phi_Trend_beta_se,Pradel_Phi_Trend_beta_lcl,Pradel_Phi_Trend_beta_ucl,F_Pradel_Phi_dot,Pradel_Phi_dot,Pradel_Phi_dot_se,Pradel_Phi_dot_lcl,Pradel_Phi_dot_ucl,F_Pradel_p,Pradel_p,Pradel_p_se,Pradel_p_lcl,Pradel_p_ucl,F_Pradel_p_t,Pradel_p_t,Pradel_p_t_se,Pradel_p_t_lcl,Pradel_p_t_ucl,F_Pradel_p_dot,Pradel_p_dot,Pradel_p_dot_se,Pradel_p_dot_lcl,Pradel_p_dot_ucl,F_Lambda,Lambda,Lambda_se,Lambda_lcl,Lambda_ucl,F_Lambda_t,Lambda_t,Lambda_t_se,Lambda_t_lcl,Lambda_t_ucl,F_Lambda_Trend,Lambda_Trend,Lambda_Trend_se,Lambda_Trend_lcl,Lambda_Trend_ucl,Lambda_Trend_beta,Lambda_Trend_beta_se,Lambda_Trend_beta_lcl,Lambda_Trend_beta_ucl,F_Lambda_dot,Lambda_dot,Lambda_dot_se,Lambda_dot_lcl,Lambda_dot_ucl
16550,NOMO,2000,14,47,1,48,8,39,,0.360236,0.168832,0.118138,0.702974,X,0,0.000037,0,1,,0.450399,0.177835,0.166984,0.770127,0.194822,0.141711,-0.08293,0.472577,,0.265327,0.087406,0.130411,0.465157,,0.059435,0.031733,0.020348,0.161244,,0.054481,0.029339,0.01852,0.149624,,0.077852,0.033467,0.032748,0.173907,V,1.372953,3060.185,0,99999.99,X,22.14212,21023.13,0,99999.99,,0.91083,0.113846,0.712922,1.163676,-0.08049,0.02879,-0.13692,-0.02406,,1.011694,0.164705,0.735307,1.391967
16550,NOMO,2001,12,29,0,29,4,25,,0.385101,0.199845,0.106968,0.766058,,0.711365,0.536616,0.014479,0.997587,,0.498812,0.209817,0.161145,0.837565,0.194822,0.141711,-0.08293,0.472577,,0.265327,0.087406,0.130411,0.465157,,0.044742,0.029743,0.011832,0.154847,,0.035836,0.021145,0.011076,0.1098,,0.077852,0.033467,0.032748,0.173907,,0.876604,0.177596,0.589318,1.303937,,1.530252,0.361216,0.963458,2.430486,,0.841285,0.12379,0.630508,1.122523,-0.08049,0.02879,-0.13692,-0.02406,,1.011694,0.164705,0.735307,1.391967
16550,NOMO,2002,18,42,1,43,0,42,,0.409779,0.229807,0.097334,0.817193,,0.737442,0.490871,0.019146,0.997531,,0.546925,0.238863,0.154325,0.888705,0.194822,0.141711,-0.08293,0.472577,,0.265327,0.087406,0.130411,0.465157,,0.065648,0.038422,0.020167,0.193442,,0.062365,0.039003,0.017676,0.197335,,0.077852,0.033467,0.032748,0.173907,X,4.239268,57604.41,0,99999.99,X,162.823,395736.1,0,99999.99,,0.777257,0.133498,0.55509,1.088343,-0.08049,0.02879,-0.13692,-0.02406,,1.011694,0.164705,0.735307,1.391967
16550,NOMO,2003,12,27,0,27,1,26,,0.433813,0.257286,0.089528,0.856533,V,0.999248,0.0259,0,1,,0.593761,0.263132,0.146964,0.925371,0.194822,0.141711,-0.08293,0.472577,,0.265327,0.087406,0.130411,0.465157,,0.04596,0.032115,0.011334,0.168352,,0.037381,0.025698,0.009487,0.136021,,0.077852,0.033467,0.032748,0.173907,,0.764387,0.190244,0.469308,1.244996,,1.209757,0.312747,0.728853,2.007963,,0.718299,0.142313,0.487143,1.05914,-0.08049,0.02879,-0.13692,-0.02406,,1.011694,0.164705,0.735307,1.391967
16550,NOMO,2004,11,31,3,34,0,31,,0.456718,0.281325,0.083492,0.885814,,0.195276,0.237703,0.012359,0.824727,,0.638494,0.281451,0.139301,0.950676,0.194822,0.141711,-0.08293,0.472577,,0.265327,0.087406,0.130411,0.465157,,0.060489,0.041168,0.015326,0.210311,,0.055819,0.041791,0.012341,0.218574,,0.077852,0.033467,0.032748,0.173907,X,10.0297,407898.6,0,99999.99,X,440.6868,2802219,0,99999.99,,0.663998,0.149969,0.426493,1.033763,-0.08049,0.02879,-0.13692,-0.02406,,1.011694,0.164705,0.735307,1.391967
16550,NOMO,2005,8,22,0,22,1,21,,0.478286,0.30151,0.079057,0.907324,,0.788226,0.44562,0.019491,0.998567,,0.680489,0.293275,0.1315,0.967698,0.194822,0.141711,-0.08293,0.472577,,0.265327,0.087406,0.130411,0.465157,,0.04823,0.037352,0.010179,0.199808,,0.040263,0.0342,0.007348,0.192087,,0.077852,0.033467,0.032748,0.173907,,0.665783,0.206359,0.362658,1.22227,,0.77665,0.238781,0.425126,1.418837,,0.613977,0.156395,0.37267,1.01153,-0.08049,0.02879,-0.13692,-0.02406,,1.011694,0.164705,0.735307,1.391967
16550,NOMO,2006,9,17,1,18,2,15,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0,,0.046461,0.040603,0.008018,0.227021,,0.038017,0.038137,0.005092,0.233788,,0.077852,0.033467,0.032748,0.173907,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0
16720,CEDW,1992,25,186,0,186,3,183,,0.092911,0.028079,0.050612,0.164438,V,0.97567,0.21485,0.000001,1,,0.676501,0.183065,0.288681,0.915077,-0.1444,0.126039,-0.39144,0.102631,,0.092618,0.022759,0.056631,0.147885,V,0.0008,0.001444,0.000023,0.026915,V,0.000699,0.001067,0.000035,0.013784,,0.009217,0.003069,0.00479,0.017659,X,5.8646,521.2425,0,2.7E+76,X,5.864729,521.2492,0,2.7E+76,,0.750029,0.229998,0.411196,1.368064,0.022784,0.03661,-0.04897,0.09454,,0.899496,0.13239,0.674085,1.200283
16720,CEDW,1993,33,184,0,184,11,173,,0.092708,0.024355,0.054757,0.152711,,0.339105,0.390792,0.016544,0.939937,,0.648829,0.169608,0.300461,0.88824,-0.1444,0.126039,-0.39144,0.102631,,0.092618,0.022759,0.056631,0.147885,V,0.000699,0.001216,0.000023,0.020818,V,0.000596,0.00071,0.000058,0.00613,,0.009217,0.003069,0.00479,0.017659,X,37496103,715168.1,36120246,38924358,X,37497071,689341.1,36170014,38872814,,0.767506,0.210896,0.447901,1.315166,0.022784,0.03661,-0.04897,0.09454,,0.899496,0.13239,0.674085,1.200283
16720,CEDW,1994,37,329,0,329,9,320,,0.092607,0.022937,0.0564,0.148401,,0.023049,0.017189,0.005256,0.095294,,0.618696,0.15337,0.312121,0.85299,-0.1444,0.126039,-0.39144,0.102631,,0.092618,0.022759,0.056631,0.147885,V,0.001455,0.001586,0.000171,0.012229,V,0.001362,0.001305,0.000208,0.008859,,0.009217,0.003069,0.00479,0.017659,X,0.00004,0.006019,0,1.3E+12,X,0.000018,0.00404,0,5E+19,,0.785453,0.191755,0.486754,1.267448,0.022784,0.03661,-0.04897,0.09454,,0.899496,0.13239,0.674085,1.200283
16720,CEDW,1995,44,344,2,346,14,330,,0.092917,0.028016,0.050687,0.164242,X,0.999505,0.016878,0,1,,0.586292,0.134778,0.322906,0.808108,-0.1444,0.126039,-0.39144,0.102631,,0.092618,0.022759,0.056631,0.147885,V,0.001863,0.001616,0.000339,0.010153,V,0.001775,0.001369,0.00039,0.008024,,0.009217,0.003069,0.00479,0.017659,X,8.63419,7.032849,1.749344,42.61551,X,8.634391,7.032829,1.749458,42.61473,,0.803882,0.172989,0.52725,1.225654,0.022784,0.03661,-0.04897,0.09454,,0.899496,0.13239,0.674085,1.200283
16720,CEDW,1996,49,351,1,352,28,323,,0.092604,0.022904,0.056438,0.148302,,0.017924,0.012507,0.004513,0.068444,,0.552016,0.11512,0.331014,0.754218,-0.1444,0.126039,-0.39144,0.102631,,0.092618,0.022759,0.056631,0.147885,,0.002701,0.001805,0.000727,0.009972,,0.002623,0.001633,0.000772,0.008865,,0.009217,0.003069,0.00479,0.017659,D,0.148734,0.106041,0.036772,0.601583,D,0.148716,0.105976,0.036793,0.601095,,0.822806,0.155275,0.568409,1.191062,0.022784,0.03661,-0.04897,0.09454,,0.899496,0.13239,0.674085,1.200283
16720,CEDW,1997,52,331,1,332,19,312,,0.092915,0.027976,0.05073,0.164111,V,0.997275,0.048214,0,1,,0.516479,0.097005,0.33283,0.695781,-0.1444,0.126039,-0.39144,0.102631,,0.092618,0.022759,0.056631,0.147885,,0.00324,0.001768,0.00111,0.009418,,0.003169,0.001618,0.001163,0.008602,,0.009217,0.003069,0.00479,0.017659,,1.799283,1.148072,0.515183,6.284018,,1.799306,1.148077,0.515194,6.284033,,0.84224,0.139687,0.608498,1.165767,0.022784,0.03661,-0.04897,0.09454,,0.899496,0.13239,0.674085,1.200283
16720,CEDW,1998,60,425,2,427,26,399,,0.092718,0.024892,0.054121,0.154346,,0.380194,0.476164,0.011552,0.969874,,0.480454,0.084458,0.322699,0.642204,-0.1444,0.126039,-0.39144,0.102631,,0.092618,0.022759,0.056631,0.147885,,0.005206,0.00228,0.002203,0.012253,,0.005158,0.002226,0.00221,0.011988,,0.009217,0.003069,0.00479,0.017659,,1.035076,0.458737,0.434229,2.467317,,1.03508,0.458742,0.434228,2.467341,,0.862195,0.127834,0.64476,1.152956,0.022784,0.03661,-0.04897,0.09454,,0.899496,0.13239,0.674085,1.200283
16720,CEDW,1999,53,311,2,313,22,289,,0.092756,0.026136,0.05269,0.158198,,0.502417,0.58586,0.010114,0.990076,,0.444775,0.081252,0.295943,0.60422,-0.1444,0.126039,-0.39144,0.102631,,0.092618,0.022759,0.056631,0.147885,,0.005669,0.002243,0.002607,0.012285,,0.005627,0.002197,0.002614,0.01207,,0.009217,0.003069,0.00479,0.017659,,1.703729,0.766815,0.705154,4.116392,,1.70375,0.766813,0.705172,4.116391,,0.882687,0.121789,0.673533,1.156789,0.022784,0.03661,-0.04897,0.09454,,0.899496,0.13239,0.674085,1.200283
16720,CEDW,2000,56,501,2,503,26,475,,0.092615,0.022832,0.056538,0.148098,,0.06207,0.049741,0.012248,0.261001,,0.410217,0.087345,0.255275,0.585292,-0.1444,0.126039,-0.39144,0.102631,,0.092618,0.022759,0.056631,0.147885,,0.01297,0.004996,0.006077,0.027463,,0.013015,0.004998,0.006113,0.027493,,0.009217,0.003069,0.00479,0.017659,,0.652162,0.25454,0.303475,1.401484,N,0.652156,0.25454,0.30347,1.401478,,0.90373,0.123479,0.691407,1.181253,0.022784,0.03661,-0.04897,0.09454,,0.899496,0.13239,0.674085,1.200283
16720,CEDW,2001,52,483,4,487,40,443,,0.09266,0.023144,0.056193,0.149055,,0.20665,0.19172,0.025648,0.720473,,0.377394,0.098888,0.209903,0.580362,-0.1444,0.126039,-0.39144,0.102631,,0.092618,0.022759,0.056631,0.147885,,0.016271,0.006782,0.007156,0.036564,,0.016355,0.00677,0.007235,0.036549,,0.009217,0.003069,0.00479,0.017659,,2.02256,0.882214,0.860224,4.755447,,2.022589,0.882207,0.860252,4.755424,,0.925338,0.133704,0.697118,1.228272,0.022784,0.03661,-0.04897,0.09454,,0.899496,0.13239,0.674085,1.200283
16720,CEDW,2002,58,514,3,517,35,479,,0.092738,0.024303,0.054847,0.15258,,0.453972,0.305482,0.069132,0.902982,,0.346712,0.112039,0.167557,0.583216,-0.1444,0.126039,-0.39144,0.102631,,0.092618,0.022759,0.056631,0.147885,,0.024655,0.011784,0.009581,0.061962,,0.02484,0.011727,0.009765,0.061734,,0.009217,0.003069,0.00479,0.017659,,1.306758,0.650918,0.492254,3.468973,,1.306768,0.650923,0.492257,3.469,,0.947529,0.151808,0.692173,1.297089,0.022784,0.03661,-0.04897,0.09454,,0.899496,0.13239,0.674085,1.200283
16720,CEDW,2003,62,453,6,459,33,420,,0.092709,0.024583,0.054483,0.153402,,0.363569,0.440794,0.013469,0.95984,,0.318378,0.124624,0.131609,0.590088,-0.1444,0.126039,-0.39144,0.102631,,0.092618,0.022759,0.056631,0.147885,,0.031009,0.017373,0.010199,0.090402,,0.03127,0.017307,0.010424,0.090015,,0.009217,0.003069,0.00479,0.017659,,0.631567,0.294864,0.252933,1.577005,N,0.63156,0.294863,0.252928,1.576999,,0.970316,0.17639,0.679474,1.385649,0.022784,0.03661,-0.04897,0.09454,,0.899496,0.13239,0.674085,1.200283
16720,CEDW,2004,58,457,6,463,18,439,,0.092701,0.024293,0.054825,0.152521,,0.340437,0.402888,0.015095,0.9456,,0.292436,0.135725,0.102548,0.599181,-0.1444,0.126039,-0.39144,0.102631,,0.092618,0.022759,0.056631,0.147885,,0.050359,0.033341,0.013342,0.172154,,0.050852,0.033231,0.013706,0.171194,,0.009217,0.003069,0.00479,0.017659,X,253152.3,1635339,0.802789,79829232,X,253158.8,1635359,0.802943,79818065,,0.993717,0.206107,0.661776,1.492154,0.022784,0.03661,-0.04897,0.09454,,0.899496,0.13239,0.674085,1.200283
16720,CEDW,2005,49,383,0,383,26,357,,0.09291,0.027936,0.050771,0.163981,X,0.999986,0.004746,0,1,,0.268819,0.145071,0.07964,0.609686,-0.1444,0.126039,-0.39144,0.102631,,0.092618,0.022759,0.056631,0.147885,,0.062286,0.048556,0.012854,0.253078,,0.062923,0.048494,0.013218,0.251832,,0.009217,0.003069,0.00479,0.017659,X,0.000049,0.006344,0,45000000000,X,0.000025,0.00409,0,1.2E+13,,1.017748,0.239972,0.641111,1.615649,0.022784,0.03661,-0.04897,0.09454,,0.899496,0.13239,0.674085,1.200283
16720,CEDW,2006,42,329,4,333,22,307,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0,,0.085361,0.078165,0.012946,0.399063,,0.086274,0.078182,0.013335,0.397447,,0.009217,0.003069,0.00479,0.017659,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0
16900,OVEN,1992,27,190,0,190,29,161,,0.412388,0.070066,0.284789,0.552956,,0.360279,0.070043,0.23689,0.505373,,0.445906,0.029804,0.38849,0.504802,0.012241,0.018889,-0.02478,0.049265,,0.463585,0.012579,0.439037,0.48831,,0.236087,0.419317,0.003232,0.967162,,0.234625,0.428926,0.002832,0.970664,,0.267416,0.013457,0.241877,0.294603,,0.960644,0.363447,0.45763,2.016553,,0.95324,0.494259,0.345017,2.633677,,0.931896,0.054488,0.830991,1.045053,0.0113,0.008177,-0.00472,0.027328,,1.00662,0.01562,0.976464,1.037706
16900,OVEN,1993,48,237,19,256,26,211,,0.413129,0.062413,0.298259,0.538303,,0.360772,0.052839,0.264813,0.469305,,0.448931,0.025681,0.399283,0.499618,0.012241,0.018889,-0.02478,0.049265,,0.463585,0.012579,0.439037,0.48831,,0.211745,0.041621,0.141463,0.304558,,0.209146,0.04066,0.140408,0.299798,,0.267416,0.013457,0.241877,0.294603,,1.031267,0.187292,0.7224,1.472191,,1.080732,0.241557,0.697365,1.67485,,0.942391,0.047578,0.853602,1.040414,0.0113,0.008177,-0.00472,0.027328,,1.00662,0.01562,0.976464,1.037706
16900,OVEN,1994,63,324,26,350,40,284,,0.473722,0.041287,0.394174,0.554626,,0.489515,0.053449,0.386707,0.593217,,0.45196,0.021753,0.409776,0.494845,0.012241,0.018889,-0.02478,0.049265,,0.463585,0.012579,0.439037,0.48831,,0.207611,0.042358,0.136573,0.302648,,0.20482,0.041167,0.135655,0.297127,,0.267416,0.013457,0.241877,0.294603,,0.91123,0.132597,0.685115,1.211971,,0.851618,0.15424,0.59714,1.214542,,0.953017,0.04065,0.876582,1.036116,0.0113,0.008177,-0.00472,0.027328,,1.00662,0.01562,0.976464,1.037706
16900,OVEN,1995,76,395,51,446,62,333,,0.46287,0.031697,0.401629,0.525251,,0.465163,0.04338,0.381935,0.550375,,0.454993,0.01816,0.419686,0.490757,0.012241,0.018889,-0.02478,0.049265,,0.463585,0.012579,0.439037,0.48831,,0.238198,0.02807,0.187585,0.297468,,0.236835,0.027831,0.186651,0.295606,,0.267416,0.013457,0.241877,0.294603,,0.929278,0.106874,0.741734,1.164239,,0.880674,0.123611,0.668864,1.159557,,0.963777,0.033786,0.89978,1.032326,0.0113,0.008177,-0.00472,0.027328,,1.00662,0.01562,0.976464,1.037706
16900,OVEN,1996,79,395,78,473,56,339,,0.484386,0.03969,0.407585,0.561931,,0.51017,0.043759,0.424939,0.594813,,0.45803,0.015155,0.428508,0.487848,0.012241,0.018889,-0.02478,0.049265,,0.463585,0.012579,0.439037,0.48831,,0.271846,0.030793,0.215823,0.336178,,0.272053,0.031353,0.215086,0.337619,,0.267416,0.013457,0.241877,0.294603,,1.00536,0.08475,0.852247,1.185981,,1.018201,0.11148,0.821552,1.261919,,0.974674,0.027158,0.92287,1.029384,0.0113,0.008177,-0.00472,0.027328,,1.00662,0.01562,0.976464,1.037706
16900,OVEN,1997,94,445,91,536,74,371,,0.457001,0.028321,0.402245,0.512815,,0.450387,0.038064,0.377422,0.52555,,0.46107,0.013159,0.435403,0.486944,0.012241,0.018889,-0.02478,0.049265,,0.463585,0.012579,0.439037,0.48831,,0.298057,0.035616,0.233218,0.372173,,0.299487,0.035684,0.234491,0.373705,,0.267416,0.013457,0.241877,0.294603,,1.027843,0.096097,0.855742,1.234555,,1.055432,0.123439,0.839217,1.327351,,0.985707,0.021157,0.945099,1.02806,0.0113,0.008177,-0.00472,0.027328,,1.00662,0.01562,0.976464,1.037706
16900,OVEN,1998,95,459,91,550,58,401,,0.458314,0.031234,0.398018,0.519855,,0.452099,0.042853,0.370219,0.536655,,0.464113,0.012671,0.439385,0.489017,0.012241,0.018889,-0.02478,0.049265,,0.463585,0.012579,0.439037,0.48831,,0.270291,0.02332,0.227077,0.318343,,0.270426,0.023672,0.226596,0.319233,,0.267416,0.013457,0.241877,0.294603,,1.046283,0.101987,0.864322,1.266551,,1.085042,0.12639,0.863561,1.363327,,0.99688,0.016701,0.964677,1.030158,0.0113,0.008177,-0.00472,0.027328,,1.00662,0.01562,0.976464,1.037706
16900,OVEN,1999,103,531,98,629,60,471,,0.462186,0.026664,0.410523,0.514673,,0.459294,0.036216,0.389594,0.530622,,0.467159,0.01386,0.440116,0.494395,0.012241,0.018889,-0.02478,0.049265,,0.463585,0.012579,0.439037,0.48831,,0.310994,0.030995,0.253697,0.374733,,0.313028,0.030071,0.257292,0.374745,,0.267416,0.013457,0.241877,0.294603,,0.999108,0.082693,0.849491,1.175075,,0.991885,0.111647,0.795512,1.236731,,1.008195,0.015463,0.978338,1.038963,0.0113,0.008177,-0.00472,0.027328,,1.00662,0.01562,0.976464,1.037706
16900,OVEN,2000,101,490,105,595,55,435,,0.48742,0.038148,0.413478,0.561915,,0.512261,0.041592,0.431133,0.592748,,0.470208,0.01637,0.438288,0.502373,0.012241,0.018889,-0.02478,0.049265,,0.463585,0.012579,0.439037,0.48831,,0.278151,0.025922,0.230285,0.33168,,0.278653,0.026253,0.230205,0.332888,,0.267416,0.013457,0.241877,0.294603,,0.962402,0.09337,0.795742,1.163965,,0.918243,0.108733,0.72805,1.158121,,1.019653,0.018332,0.984346,1.056225,0.0113,0.008177,-0.00472,0.027328,,1.00662,0.01562,0.976464,1.037706
16900,OVEN,2001,103,501,116,617,39,462,,0.449895,0.033647,0.385192,0.516337,,0.430748,0.038094,0.358172,0.506425,,0.473259,0.019708,0.434866,0.51197,0.012241,0.018889,-0.02478,0.049265,,0.463585,0.012579,0.439037,0.48831,,0.304347,0.02693,0.254265,0.359538,,0.306071,0.026154,0.257327,0.359578,,0.267416,0.013457,0.241877,0.294603,,1.036584,0.088124,0.877482,1.224531,,1.051907,0.11631,0.846949,1.306463,,1.031256,0.024044,0.985188,1.079477,0.0113,0.008177,-0.00472,0.027328,,1.00662,0.01562,0.976464,1.037706
16900,OVEN,2002,105,492,99,591,53,439,,0.533533,0.090088,0.360048,0.699268,,0.608864,0.079916,0.446409,0.75031,,0.476313,0.023526,0.430532,0.522494,0.012241,0.018889,-0.02478,0.049265,,0.463585,0.012579,0.439037,0.48831,,0.270227,0.024811,0.224424,0.321503,,0.270358,0.025208,0.223866,0.322494,,0.267416,0.013457,0.241877,0.294603,,0.888633,0.142295,0.649259,1.216261,,0.770103,0.082762,0.623833,0.950667,,1.043006,0.031208,0.983596,1.106005,0.0113,0.008177,-0.00472,0.027328,,1.00662,0.01562,0.976464,1.037706
16900,OVEN,2003,85,310,77,387,38,272,,0.461055,0.042779,0.379061,0.54521,,0.45245,0.057629,0.343729,0.565905,,0.479368,0.027627,0.425669,0.533547,0.012241,0.018889,-0.02478,0.049265,,0.463585,0.012579,0.439037,0.48831,,0.231785,0.038902,0.164314,0.31647,,0.230122,0.038904,0.162734,0.31492,,0.267416,0.013457,0.241877,0.294603,,1.102569,0.13081,0.873807,1.391218,,1.164986,0.14948,0.905942,1.4981,,1.054906,0.039148,0.980899,1.134497,0.0113,0.008177,-0.00472,0.027328,,1.00662,0.01562,0.976464,1.037706
16900,OVEN,2004,76,329,53,382,27,302,,0.388934,0.093396,0.227579,0.578943,,0.296801,0.046859,0.213721,0.395914,,0.482425,0.031902,0.420491,0.544903,0.012241,0.018889,-0.02478,0.049265,,0.463585,0.012579,0.439037,0.48831,,0.23949,0.03486,0.177903,0.314249,,0.238187,0.035006,0.176423,0.313347,,0.267416,0.013457,0.241877,0.294603,,1.409784,0.509308,0.694442,2.861996,,1.734247,0.506884,0.977952,3.075416,,1.066958,0.047575,0.977667,1.164402,0.0113,0.008177,-0.00472,0.027328,,1.00662,0.01562,0.976464,1.037706
16900,OVEN,2005,81,351,34,385,48,303,,0.456547,0.061979,0.33987,0.578193,,0.440576,0.083871,0.28786,0.60543,,0.485483,0.036291,0.415117,0.556429,0.012241,0.018889,-0.02478,0.049265,,0.463585,0.012579,0.439037,0.48831,,0.177746,0.044472,0.106395,0.281853,,0.17356,0.040851,0.107281,0.268473,,0.267416,0.013457,0.241877,0.294603,,0.934823,0.16477,0.661752,1.320575,,0.840707,0.170577,0.564851,1.251281,,1.079162,0.056359,0.974163,1.195478,0.0113,0.008177,-0.00472,0.027328,,1.00662,0.01562,0.976464,1.037706
16900,OVEN,2006,67,307,46,353,33,274,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0,,0.198975,0.036144,0.137384,0.279239,,0.19578,0.033616,0.138077,0.270042,,0.267416,0.013457,0.241877,0.294603,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0
16910,WEWA,1992,5,36,0,36,5,31,,0.460843,0.039965,0.384093,0.539496,,0.451537,0.155103,0.194347,0.737512,,0.438298,0.046119,0.350864,0.529739,0.0221,0.023219,-0.0234,0.067611,,0.474021,0.028432,0.418842,0.52984,,0.237052,0.071148,0.125653,0.401826,,0.4064,0.249855,0.082498,0.839044,,0.228571,0.026089,0.181472,0.283657,,0.765952,0.182809,0.47978,1.222815,,0.688543,0.141452,0.460319,1.029918,,1.000512,0.040634,0.923956,1.083411,0.000162,0.005403,-0.01042,0.010752,,1.001581,0.014038,0.97444,1.029476
16910,WEWA,1993,11,59,5,64,5,54,,0.462848,0.037041,0.391526,0.535722,,0.437521,0.112023,0.241692,0.654972,,0.443744,0.041837,0.363965,0.526533,0.0221,0.023219,-0.0234,0.067611,,0.474021,0.028432,0.418842,0.52984,,0.229886,0.02982,0.176666,0.293423,,0.256139,0.065801,0.148928,0.403903,,0.228571,0.026089,0.181472,0.283657,,1.221267,0.208146,0.874446,1.705641,,1.293606,0.190457,0.969343,1.726339,,1.000673,0.035661,0.933161,1.073069,0.000162,0.005403,-0.01042,0.010752,,1.001581,0.014038,0.97444,1.029476
16910,WEWA,1994,18,96,11,107,9,87,,0.464862,0.034417,0.398442,0.532551,,0.440691,0.086417,0.28383,0.610359,,0.449204,0.037883,0.376603,0.524035,0.0221,0.023219,-0.0234,0.067611,,0.474021,0.028432,0.418842,0.52984,,0.233072,0.035446,0.170835,0.309519,,0.322948,0.06535,0.209813,0.461462,,0.228571,0.026089,0.181472,0.283657,,0.947624,0.105235,0.762265,1.178055,,0.929942,0.115425,0.729123,1.186069,,1.000834,0.030813,0.942225,1.063087,0.000162,0.005403,-0.01042,0.010752,,1.001581,0.014038,0.97444,1.029476
16910,WEWA,1995,18,85,14,99,7,78,,0.466925,0.032293,0.404491,0.530412,,0.628653,0.115696,0.390566,0.817248,,0.454677,0.03439,0.388493,0.522501,0.0221,0.023219,-0.0234,0.067611,,0.474021,0.028432,0.418842,0.52984,,0.230479,0.028832,0.178839,0.291734,,0.268589,0.048102,0.185167,0.372416,,0.228571,0.026089,0.181472,0.283657,,0.825632,0.131788,0.603829,1.128908,,0.76781,0.097288,0.598958,0.984262,,1.000995,0.02616,0.951011,1.053605,0.000162,0.005403,-0.01042,0.010752,,1.001581,0.014038,0.97444,1.029476
16910,WEWA,1996,21,61,24,85,7,54,,0.468905,0.030398,0.410042,0.528646,,0.453258,0.10329,0.268067,0.652357,,0.460161,0.031531,0.399277,0.522258,0.0221,0.023219,-0.0234,0.067611,,0.474021,0.028432,0.418842,0.52984,,0.228224,0.026961,0.1797,0.285294,,0.221304,0.039999,0.152772,0.309353,,0.228571,0.026089,0.181472,0.283657,,1.008749,0.118788,0.800839,1.270635,,1.011144,0.136526,0.776033,1.317485,,1.001157,0.02183,0.959269,1.044873,0.000162,0.005403,-0.01042,0.010752,,1.001581,0.014038,0.97444,1.029476
16910,WEWA,1997,20,69,13,82,8,61,,0.470895,0.029253,0.414187,0.528364,,0.305023,0.083743,0.168291,0.487701,,0.465656,0.029507,0.408534,0.523692,0.0221,0.023219,-0.0234,0.067611,,0.474021,0.028432,0.418842,0.52984,,0.226746,0.027655,0.177128,0.285443,,0.190323,0.032435,0.134649,0.262045,,0.228571,0.026089,0.181472,0.283657,,1.185616,0.178492,0.882662,1.59255,,1.246172,0.165671,0.960314,1.61712,,1.001318,0.018061,0.966535,1.037351,0.000162,0.005403,-0.01042,0.010752,,1.001581,0.014038,0.97444,1.029476
16910,WEWA,1998,21,90,8,98,5,85,,0.472946,0.028551,0.417554,0.529012,,0.396404,0.09106,0.237505,0.580656,,0.471159,0.028511,0.415865,0.527168,0.0221,0.023219,-0.0234,0.067611,,0.474021,0.028432,0.418842,0.52984,,0.227817,0.026793,0.17958,0.284518,,0.212777,0.034971,0.152196,0.289243,,0.228571,0.026089,0.181472,0.283657,,1.105253,0.137506,0.866085,1.410467,,1.139362,0.142683,0.891379,1.456333,,1.00148,0.015276,0.971981,1.031873,0.000162,0.005403,-0.01042,0.010752,,1.001581,0.014038,0.97444,1.029476
16910,WEWA,1999,20,92,9,101,6,86,,0.475021,0.028639,0.419435,0.531233,,0.575782,0.11294,0.354162,0.770609,,0.476669,0.028661,0.421019,0.532903,0.0221,0.023219,-0.0234,0.067611,,0.474021,0.028432,0.418842,0.52984,,0.228882,0.026834,0.180548,0.285645,,0.235101,0.038299,0.168378,0.318149,,0.228571,0.026089,0.181472,0.283657,,0.895394,0.112322,0.700218,1.14497,,0.860461,0.108493,0.672052,1.101689,,1.001641,0.014075,0.974428,1.029613,0.000162,0.005403,-0.01042,0.010752,,1.001581,0.014038,0.97444,1.029476
